id,prenom,id_espece,id_parent,date_naissance,date_mort,lieu_naissance
737,Eraegord,70,234.0,45.75002288633734,72.26994507242279,561
738,Jastgineyn,140,367.0,45.76392821161902,79.41529763966982,62
739,Baetakayne,413,522.0,45.812373068466655,71.95335950103015,612
740,Claunetinorn,5,395.0,45.845051101687964,73.01118170050891,1
741,Querlense,444,511.0,45.85180962778331,79.14980090519897,9
742,Rotancath,22,446.0,45.90473166129151,62.81840384872132,381
743,Lotherrald,22,446.0,45.90473166129151,53.13042109584811,381
744,Nautmelis,422,,45.92058671526542,68.48715180597327,383
745,Hargarnety,241,352.0,45.932045274248296,72.31578671283671,226
746,Dartanayn,237,372.0,45.96164571774243,68.75912464686519,504
747,Dirantis,421,492.0,45.967991028178616,82.8072294839188,197
748,Vowyth,18,286.0,46.037938162774125,63.30704337106974,225
749,Shotwatnal,147,346.0,46.07978514258652,68.75468820089169,530
750,Tocacyerry,570,214.0,46.12157666177162,70.96729574079049,347
751,Gravevalerris,438,,46.1673018641791,69.37738866414395,599
752,Marleneak,98,,46.17327116924842,84.4373521493828,167
753,Obrtanstead,484,453.0,46.18145080077881,86.82212963510256,424
754,Drassenegant,346,,46.199025053631736,78.66984984802492,20
755,Hylocse,23,439.0,46.211263244940284,88.61139745080422,543
756,Sepetyne,66,440.0,46.25644563912462,75.81116344425085,158
757,Flarydant,564,432.0,46.26977372419692,85.4767170535431,224
758,Astoav,434,545.0,46.29454254307435,63.75276640321803,151
759,Eowaugord,194,301.0,46.41340611745885,69.13981305848101,433
760,Rylemelan,148,445.0,46.42692419616136,65.90349694687067,529
761,Houlqueern,430,303.0,46.48729665147983,89.99053329606943,213
762,Barethro,136,397.0,46.521207836773954,84.01857443370027,223
763,Forgantarn,149,296.0,46.56090590538902,63.54902274127666,425
764,Arartber,536,527.0,46.564328295234574,71.1398706961849,172
765,Jeriladfrid,612,569.0,46.57284168244792,64.97952267322533,18
766,Cacatharyne,570,392.0,46.61979595629326,73.46447574692752,444
767,Barwartygar,598,504.0,46.62175276034925,82.49455840254484,492
768,Jereamond,493,423.0,46.63520320356219,66.56865749628241,516
769,Trallocain,553,354.0,46.64810953267716,71.56835410704974,163
770,Calcartharyne,407,365.0,46.66094660827409,83.16235792725655,1
771,Toccarthtuny,151,374.0,46.67819300954874,68.51603959623998,555
772,Yalakyn,4,447.0,46.67883437334128,87.48675963061956,135
773,Prudus,557,505.0,46.707094172906416,86.63910688671507,607
774,Ymtarty,148,356.0,46.716298604427074,69.9926591919648,19
775,Habetor,211,,46.75262950500826,66.37223738736051,555
776,Marluthayne,244,322.0,46.783246956291194,68.47854770397853,150
777,Kilianun,583,378.0,46.79098798394536,85.46966135675413,245
778,Saldayner,553,497.0,46.81697648190735,71.46490456053144,610
779,Baeluthvarn,200,386.0,46.84714063635987,68.80768555442863,237
780,Chyronwarne,24,357.0,46.87031186933091,62.70200342836617,518
781,Prelis,14,,46.93015928829969,69.26289245217299,447
782,Hoularbin,349,224.0,46.959205091572784,90.88779269357494,252
783,Loralir,570,621.0,46.97446794289179,87.1047353065,190
784,Browalenras,570,268.0,47.021608743017,74.70284262949093,572
785,Odascodden,605,,47.0713819469364,90.42369417365684,432
786,Rolenegine,196,,47.110934667227866,72.79533024776917,405
787,Maralene,23,371.0,47.155501740454724,66.58686435895936,232
788,Winorar,354,485.0,47.183873961249574,82.78632913666355,198
789,Paslachean,101,282.0,47.193148657714474,89.60195816199477,422
790,Ceragan,419,405.0,47.23377755951735,82.38434268372899,574
791,Vartagary,4,,47.26575508085915,83.42830678331299,417
792,Arhenta,18,491.0,47.27393045669442,67.5978165853085,399
793,Alilor,419,,47.32380736521065,91.88200168811221,67
794,Kaonydd,564,525.0,47.38892188211777,73.17929408481302,440
795,Crilitlan,252,403.0,47.40171723491171,72.59761934586263,423
796,Martontyn,568,,47.4206302673892,64.17774796167363,1
797,Molderacath,570,542.0,47.44367221903464,83.8782243524931,6
798,Jaryndal,140,342.0,47.44399035331098,85.87416330014807,87
799,Aronene,162,541.0,47.492134404388096,73.11170031079149,403
800,Chirap,87,608.0,47.526071211852795,62.87609592877969,379
801,Rolterlyn,564,628.0,47.599927494338594,89.81133883180485,207
802,Quercheanak,506,177.0,47.6274673040342,91.01924935845517,407
803,Naameoller,198,,47.6652744035971,78.63103096363562,167
804,Barcaradayne,419,323.0,47.66602331087301,74.49037580190695,11
805,Hairanidd,224,398.0,47.68311035277807,84.43052011799625,101
806,Musean,238,,47.731889438035815,70.81714696603049,61
807,Andlyfyn,164,,47.73600643240887,92.37522243168112,487
808,Calvarnont,433,488.0,47.7673058168629,86.8347193310735,616
809,Kiltanvaler,612,573.0,47.77961821269155,67.99158196417146,7
810,Hargcarnar,572,400.0,47.79907566739141,72.08780813245835,159
811,Labazastar,25,570.0,47.830563702195995,90.3017032062834,518
812,Nunwarnedy,531,434.0,47.900830061285376,69.26498427984816,502
813,Toclirarny,70,501.0,47.93029532873862,71.22459945591314,376
814,Verdasdoth,593,388.0,47.956432312107395,90.06689583928751,442
815,Darastiam,483,547.0,47.96754632009332,71.59746869321233,566
816,Caliamque,510,417.0,48.010672385899866,88.97573969270627,409
817,Kaorewin,85,,48.03174574743536,66.95599205779871,397
818,Yalyddel,570,603.0,48.13075963924005,63.489922770051486,387
819,Aelelew,40,345.0,48.205974061338296,68.54184239894344,346
820,Arath,167,580.0,48.23858495186616,82.16022017187913,242
821,Jarienun,607,,48.27403386327437,74.52372610794356,610
822,Nautyddluth,167,474.0,48.27924346884805,73.35824171646165,20
823,Quarneynan,76,475.0,48.36728287670893,88.02098605667695,161
824,Dwoew,406,510.0,48.38945631328667,65.96816190409038,214
825,Rhaennon,485,660.0,48.44032773671304,88.70667016513049,445
826,Kaaremas,586,659.0,48.469539203083706,67.15842363539542,618
827,Marlingary,536,650.0,48.57907703082755,77.39715465161804,151
828,Reatha,418,,48.58115475867708,69.96050214215815,421
829,Broig,506,419.0,48.633925802623914,71.84385314597857,429
830,Norarynaller,241,,48.63810804704005,78.65016970001705,514
831,Astann,121,601.0,48.64669777524884,73.77026870118225,73
832,Ashacycar,27,,48.70011161848596,83.84021883612388,619
833,Tarlartyeas,155,643.0,48.70440451329419,81.84856263803258,536
834,Cienydd,18,551.0,48.724434832603805,85.1281226594116,568
835,Ymquinean,389,,48.738030821417496,74.64434400285691,398
836,Dasquinlin,121,239.0,48.86757076508177,79.94626742613445,495
837,Kedenyth,1,571.0,48.88152260703101,66.44102720294387,150
838,Ostlenemel,586,380.0,48.90994603602081,70.11926947575928,500
839,Dwaomond,406,666.0,48.94409886221385,85.2154776709324,593
840,Varlyy,148,222.0,48.95048349829172,79.90676837658862,380
841,Querarair,498,,48.96309672628374,88.34835496806299,621
842,Kilcarazer,564,498.0,48.966632751856295,78.88429674231313,395
843,Dainlynris,564,498.0,48.966632751856295,93.8923496489164,346
844,Girec,181,420.0,48.969970431758014,78.41512035039368,503
845,Walerryer,24,449.0,49.01820512385279,64.7918635256279,83
846,Forelis,345,614.0,49.037238901444184,79.82570844463632,619
847,Melaneluth,77,593.0,49.03915710879202,72.76415209056863,567
848,Caroern,171,418.0,49.03986922498668,91.94558329818238,426
849,Olirenidd,349,684.0,49.08439301091421,73.05168543112623,565
850,Elgurreth,5,395.0,49.08559577490614,66.38581366090798,198
851,Nydutram,407,476.0,49.086487934137935,69.79899171938868,383
852,Kololleriel,59,558.0,49.22810632617593,87.2053381604955,5
853,Hobacyame,23,597.0,49.24049890762212,86.75897375529243,224
854,Aseich,197,393.0,49.266489758216615,80.82816909106403,138
855,Nyhenquent,25,481.0,49.303927148086565,67.03708650605385,101
856,Cynroarik,168,535.0,49.305912858663476,71.15092031633301,447
857,Nortunyreth,188,561.0,49.421198859748536,68.02847019772798,170
858,Norcarnart,79,458.0,49.44430109263565,73.3426434263323,187
859,Halarnealler,197,564.0,49.45460270610083,87.92822151773538,502
860,Kielaver,519,,49.60789210333877,79.7509047607654,568
861,Shyarwarne,586,489.0,49.61458682969621,66.30736242643181,423
862,Barartyeas,436,500.0,49.61495906728795,80.06949075123626,174
863,Ostcheanyn,62,553.0,49.62127017427899,87.0776343402249,560
864,Keldwaralen,536,527.0,49.63000267991818,70.10146081108371,345
865,Bintherathsa,147,346.0,49.67118811055927,89.90303854446336,12
866,Frauvudd,140,437.0,49.74069287659928,74.52980082301657,28
867,Carorgar,149,296.0,49.75087076169187,88.57591800959605,397
868,Hargaxerry,189,517.0,49.80750937218259,76.00154925155911,441
869,Uldilla,4,447.0,49.815378201112644,87.90514478766366,189
870,Nevomvarn,194,301.0,49.85335622079174,72.98244390780599,60
871,Valorane,23,439.0,49.89985373671653,93.24451697310096,401
872,Valdquear,239,450.0,49.91035338652629,67.29867812440054,547
873,Barieraorn,434,545.0,49.92569695146969,87.9006012709271,167
874,Afalend,140,641.0,49.93254328694591,83.49575240365456,536
875,Adoew,421,484.0,49.93569984929911,92.19388167139084,204
876,Ararthastar,483,599.0,49.94206684609414,92.77603312649842,384
877,Baazerro,151,374.0,49.97149468916368,90.75998581852821,555
878,Kaisarry,484,689.0,49.97878022799381,81.06245884085538,12
879,Loraynelin,621,,49.98281843405768,68.86422617704974,511
880,Kaascer,189,607.0,50.01639784761659,74.35992033307669,419
881,Tyaryneane,430,620.0,50.02859790095411,75.09701349480386,26
882,Harabereal,13,,50.03918947041234,68.82034254741903,11
883,Azhenarth,606,677.0,50.1007060872972,76.67290662614877,587
884,Druczaneon,483,457.0,50.1152684174191,69.19904078433184,562
885,Drascodder,434,577.0,50.133380392310215,86.29001112193501,413
886,Erarnyer,59,686.0,50.15013405119854,70.74473397978585,418
887,Lasalencar,421,492.0,50.204827660113224,75.163978542455,215
888,Adwoacan,570,392.0,50.216323564505686,94.47914015697168,193
889,Haurfynont,152,529.0,50.21917555353368,72.25276730862183,121
890,Ethastygar,244,322.0,50.22538036349436,80.6133586830527,81
891,Karethmel,194,618.0,50.22626449507922,83.40229598602967,192
892,Pulggineane,570,425.0,50.26225879669319,92.01867632027066,551
893,Delangary,214,663.0,50.31364928392325,73.84119369596823,422
894,Geldorera,214,663.0,50.31364928392325,75.37355049767704,422
895,Darcheanaller,101,282.0,50.31670331257992,91.47942602926136,169
896,Deztinar,140,367.0,50.403941004352916,73.42513882730114,379
897,Harabyneart,413,522.0,50.41526095731197,86.30458117953714,66
898,Tralgethmel,147,546.0,50.449568119786065,86.41410345496874,488
899,Drief,615,499.0,50.45900324936663,90.85030919398753,616
900,Korartstead,532,724.0,50.476622915000945,66.08722096173432,175
901,Hyerealen,444,584.0,50.49976504975372,89.49600477916924,401
902,Alrathar,484,456.0,50.514301078846685,88.43846386981214,381
903,Halcaththa,507,468.0,50.61299150455087,76.24829038568268,405
904,Erakance,149,507.0,50.64676639764916,77.41513406572386,404
905,Jarasciera,443,482.0,50.72337505414995,76.53131763585077,608
906,Forimun,419,539.0,50.725808203442085,92.78119374059186,229
907,Odaseasy,494,459.0,50.732669780588225,67.86162485582287,178
908,Arelid,23,371.0,50.76434610110881,75.00249713918446,80
909,Barartil,197,700.0,50.79113695727796,68.02095937411443,448
910,Nistleneayne,419,405.0,50.80998898610649,66.99940892898184,433
911,Halmelern,148,356.0,50.818342696492905,89.7594852822998,231
912,Haurienin,252,403.0,50.89629755933815,74.3937301847989,446
913,Kaollerar,564,637.0,50.957225067383156,70.6840438167379,533
914,Odassteady,419,323.0,50.96775166420777,80.26226143195383,554
915,Winiddor,419,323.0,50.96775166420777,80.45234926792565,554
916,Tarldydoth,377,477.0,50.9701677885835,76.24406712964634,402
917,Nunantfyn,140,342.0,50.97553147643824,71.97744044621611,245
918,Valgurta,23,513.0,51.04727690919394,80.49619682222377,345
919,Adeliseth,66,440.0,51.07223670123966,87.33006629938122,100
920,Vartlirgary,11,692.0,51.093078073252855,86.07158608504372,187
921,Quarnetarert,419,707.0,51.18946305325675,70.00289295428472,575
922,Querlendal,434,,51.256013630950235,95.19332567946417,216
923,Bintheydvarn,583,378.0,51.27306625018108,73.03161965492373,122
924,Eriewyth,136,397.0,51.280424102639756,74.56453985991465,183
925,Harablyras,121,519.0,51.434849156781155,79.45393478135745,561
926,Occarntyne,18,611.0,51.44652908432951,88.58657345897937,140
927,Sarynta,200,386.0,51.448318809751555,79.11217788094292,185
928,Ryleisa,434,731.0,51.45618000467509,83.3484341383835,249
929,Zolgarun,381,,51.517286140048846,77.11831627178893,434
930,Nevterar,406,510.0,51.52325657805732,82.9048285657218,550
931,Horarneer,553,354.0,51.56442659424716,71.259345781799,440
932,Ararryque,570,483.0,51.58086570649456,85.12710444328232,567
933,Aldcaradan,570,603.0,51.59470428131152,87.81810317856608,499
934,Ethiralath,77,589.0,51.59500646380846,78.49144107499863,16
935,Dafynoller,87,608.0,51.63995067897959,72.16189691722847,158
936,Cracartgant,577,524.0,51.65178995490797,78.33697870479719,592
937,Druccuthil,570,750.0,51.75848698863196,73.0294529177312,565
938,Zolawarne,195,,51.76312180604528,73.15509910149581,532
939,Halerer,506,658.0,51.77588046788408,80.9438500400309,516
940,Dasasaver,419,605.0,51.79073539579681,72.38343517909887,418
941,Panluthnal,70,501.0,51.81500691588927,83.77395849707841,383
942,Asauwyr,392,495.0,51.83585657790493,79.43106693426216,351
943,Nautjuiniera,483,521.0,51.850668248398065,74.42879118881473,574
944,Parinras,148,657.0,51.87302972592722,71.96385751641375,380
945,Yasazeren,516,629.0,51.889329029197214,87.77755621287554,26
946,Vastanrik,564,628.0,51.89850849121155,67.79954788445612,532
947,Adroecred,486,734.0,51.919560221519816,96.65323779748789,408
948,Hauriamque,20,562.0,51.95572589215115,80.31109857180341,192
949,Arewdor,586,612.0,52.02618707436231,93.3074473414798,558
950,Melimstead,390,609.0,52.038935530609976,68.9609179378176,548
951,Wiref,87,494.0,52.046408355089966,91.16226578060107,26
952,Varttynelir,483,534.0,52.091170245532965,67.48745152638574,512
953,Kopgetharik,5,395.0,52.15622860490713,93.7791801577287,199
954,Alieragine,24,449.0,52.16810775292308,77.28878419788143,512
955,Sevilav,24,449.0,52.16810775292308,82.9246758750007,512
956,Varinvarn,241,651.0,52.214011781426414,76.22797593063167,393
957,Oblayn,506,419.0,52.23153373055404,71.50674684518219,421
958,Edaoa,197,502.0,52.260157202312016,81.80952265589858,234
959,Aldfynere,197,502.0,52.260157202312016,77.15775855161262,234
960,Dirtyneern,570,714.0,52.27326369204433,71.68228726183862,201
961,Valelreth,564,525.0,52.30094861110152,78.79591620421985,404
962,Haurcaradquent,444,,52.34610118482471,84.95129965910928,141
963,Vadianydd,162,541.0,52.37898258636171,88.71539523378019,230
964,Adebaen,431,,52.38669202258885,72.12305357164719,577
965,Kiairy,572,400.0,52.411491507944916,71.18422903713844,376
966,Rymelcodd,506,550.0,52.42228287904685,91.67128652490817,163
967,Barwarneis,564,530.0,52.43423337618457,79.97510183517812,180
968,Kaisfyn,197,393.0,52.46677608206081,93.2932345638718,100
969,Belcaradarth,140,590.0,52.48188857081918,95.37096053339468,619
970,Arronien,18,551.0,52.5080263022874,97.3381050955251,27
971,Moldazyn,485,660.0,52.521851699151384,77.32475034912027,226
972,Forrasart,147,656.0,52.53158843079223,94.66397167504329,171
973,Ardariklyn,593,388.0,52.56410101471415,76.67099830039123,519
974,Yarairter,586,582.0,52.69804636238246,83.24506550587472,577
975,Jastdyant,380,509.0,52.699686764698924,71.73041583488013,612
976,Zaldronarny,590,568.0,52.73802281059207,76.2234721505265,587
977,Eowilimos,171,418.0,52.79135489782175,72.77002969857817,387
978,Yalayneis,345,614.0,52.80466472759579,87.4217746500506,579
979,Jarorel,439,,52.82523989960316,68.25250360970692,424
980,Halazermel,23,597.0,52.87741561698844,75.30192473043942,511
981,Dezartyyd,536,527.0,52.883149482679066,79.46278845782665,575
982,Skalvarnaryne,419,634.0,52.89167856755395,85.61849130183354,616
983,Locastarbin,40,345.0,52.89964971941046,68.21158678186984,502
984,Dwaebaen,70,737.0,52.90394533605073,73.112967431394,224
985,Aeladric,155,643.0,52.90634033063929,90.97830144388908,24
986,Obcathfyn,168,535.0,52.92888076267413,92.74127509158777,24
987,Chieshenarth,351,549.0,52.94857019243842,74.52839056468582,141
988,Erarryaldy,397,,52.949891848554984,76.44279414428024,587
989,Vardrisance,62,553.0,52.994522843468616,72.34070098989811,81
990,Aelisean,349,684.0,53.0113238277174,84.53578122482642,429
991,Sarira,188,561.0,53.05090703703789,73.93637655594245,162
992,Aaucan,493,554.0,53.07092600944589,84.04556101158065,551
993,Yoagan,40,690.0,53.07398381787226,83.11261928002452,173
994,Valdgineane,65,,53.076323205642005,91.94391374773684,183
995,Noreler,484,579.0,53.07736642159262,80.52755628805633,399
996,Legebwyn,189,678.0,53.134551764786096,76.8802331000735,201
997,Aseiwyr,121,601.0,53.20036464805557,93.52585252452454,201
998,Shotluthlir,406,666.0,53.243958023282126,88.06501132934554,516
999,Abalgrin,434,577.0,53.24778098753106,84.03733182916135,532
1000,Andlocont,593,595.0,53.27214518307156,92.77324363210609,591
1001,Yaltakin,419,730.0,53.36011794870711,93.06881978167232,234
1002,Arlocen,162,799.0,53.39530064166597,88.06603952304843,505
1003,Legesean,140,367.0,53.40965886522432,87.47380842836154,383
1004,Dainontasty,136,762.0,53.42560064284882,82.55220365343777,532
1005,Rosarynlene,1,571.0,53.431784526540696,73.26253313237049,170
1006,Naarikse,598,767.0,53.45315890418323,73.90414607357502,582
1007,Afeidric,140,738.0,53.491223057449254,87.13214665929709,558
1008,Nungethont,78,557.0,53.496993726410665,87.60513778256026,557
1009,Nistnalcarn,194,301.0,53.51005915212619,90.6145846967081,135
1010,Urontim,564,,53.53744835881644,76.44856861784501,66
1011,Kirarnsume,226,,53.57967713941431,87.93744445187147,512
1012,Martcarthayne,194,618.0,53.595512946308176,88.59472292450923,569
1013,Forcarnnyd,59,558.0,53.606802236572236,91.0251041614406,499
1014,Nunydalen,247,,53.63366922501637,83.79011711832199,428
1015,Hauraryneer,150,,53.639379216914364,79.08301674375043,165
1016,Starerryil,617,555.0,53.64253803745543,87.4892401231742,353
1017,Deljuindy,244,322.0,53.65006460967069,91.20351840521178,588
1018,Ashlay,436,500.0,53.69218510649346,86.5132274528037,347
1019,Azornayn,506,583.0,53.71035856602296,83.93992042387382,151
1020,Noryris,413,645.0,53.71039541611637,70.29936759249802,514
1021,Harertha,351,683.0,53.71815619645376,84.03583446183735,529
1022,Charsteadta,24,572.0,53.71903105638101,90.88110512456429,407
1023,Kolrathdar,348,702.0,53.74972799220913,69.55358770622678,515
1024,Verdaryneart,147,653.0,53.756117706747524,77.78057556370246,183
1025,Baynazer,561,,53.79949322507156,85.41053658085949,530
1026,Jarantque,486,624.0,53.81847940537334,86.56895568284455,506
1027,Baygurter,486,638.0,53.858195587828305,92.46433872899159,559
1028,Moir,87,800.0,53.85992762348562,74.50731449907133,434
1029,Lasartgayn,137,812.0,53.9616257398839,96.89661300676649,484
1030,Lorcaradwar,245,617.0,53.99304738276042,82.3388107753826,492
1031,Wilamond,518,,54.021537535256584,95.15029942340784,613
1032,Ocendash,421,492.0,54.02349460022601,78.64098412308219,168
1033,Klabindy,189,607.0,54.08399470281731,73.822464400505,606
1034,Klabarynan,534,,54.08958526987141,74.365318300076,76
1035,Nunartquent,239,450.0,54.13733830664082,88.42392947163202,551
1036,Kopainyd,488,,54.15273926289671,81.92984630742828,589
1037,Teralenew,406,586.0,54.15371514708622,76.81818917929996,490
1038,Parmelime,398,,54.16163699456672,75.72956855003423,173
1039,Harianwarty,430,620.0,54.178910122205934,79.34715578945088,73
1040,Haridane,181,,54.17909732159748,72.25466751919333,506
1041,Shottarere,149,763.0,54.220288709441746,78.2936322068565,566
1042,Validien,413,522.0,54.27942761260108,74.8816380904743,400
1043,Silidric,495,,54.289693345710745,99.24079807530646,579
1044,Galoenwan,572,622.0,54.289846534241946,90.79939552264788,501
1045,Afiraloth,14,781.0,54.34349536256842,86.37346731651309,569
1046,Dasethdal,3,,54.38470585399441,71.45072025231802,510
1047,Vardamquine,404,625.0,54.389011161589124,94.84225748110791,24
1048,Gletlan,237,642.0,54.44396889394261,92.22958416995505,398
1049,Kuvyntuny,586,826.0,54.46237635153968,89.00661062700473,228
1050,Dafamewarne,22,704.0,54.47329511974237,79.23676979934653,100
1051,Persenebin,151,632.0,54.48625395021833,70.31663067379608,202
1052,Terraloth,419,619.0,54.53070893396072,92.18615320960474,401
1053,Lerrali,599,,54.573227438685535,86.17540016245115,426
1054,Staroriel,611,587.0,54.58265434395142,90.74604686868396,215
1055,Varroneth,533,,54.58696668943611,92.00390378741353,209
1056,Varderquine,564,637.0,54.59686170253765,79.03694544422922,374
1057,Quarnelener,434,731.0,54.62361280100396,87.5818496927765,76
1058,Kaazgayn,74,679.0,54.6242903138771,79.56387801293414,530
1059,Habamesene,189,517.0,54.62823682712897,98.39163940868931,605
1060,Felatha,494,459.0,54.630743069610325,93.00030723914259,591
1061,Cracynnal,419,405.0,54.634894572515975,83.40252080368586,206
1062,Hargwarnearne,77,589.0,54.68601752933131,75.37960005978763,246
1063,Horluthsa,121,719.0,54.709825069404886,69.7560990046976,136
1064,Laoch,23,439.0,54.767773366508095,97.1696970160089,414
1065,Astemas,376,,54.8003426134944,75.60554217504514,428
1066,Darterwarne,418,828.0,54.82472853363787,71.74605232412155,440
1067,Perbinluth,59,,54.83827293249098,90.05742389111097,216
1068,Tesallerse,390,,54.83905513663976,72.18892127790468,234
1069,Andastaran,200,386.0,54.863135851108225,91.51839247896373,517
1070,Vasttunyin,4,654.0,54.87313469672496,93.1535351611675,15
1071,Eraynelin,612,765.0,54.881634058125385,86.23966454059048,430
1072,Abirasean,483,457.0,54.88780664697565,97.11812061984048,87
1073,Chiesluthan,593,814.0,54.9214240759804,97.62809849441196,592
1074,Tyjuiname,182,576.0,54.96034668471645,79.35178553048716,241
1075,Aalip,570,766.0,54.96413567020011,99.28946729667409,243
1076,Aelornart,121,831.0,54.98254461130917,89.3815132279758,183
1077,Kirennal,87,608.0,54.990368454770184,99.98036178580313,13
1078,Haithtaneth,244,776.0,54.99506335774707,72.56904497698423,59
1079,Norbinarne,413,739.0,54.99715916405279,73.80574553475674,394
1080,Nalocont,70,665.0,55.00422420690765,75.67868069937305,583
1081,Loroman,433,596.0,55.00451430974575,84.10651598857238,219
1082,Shotarneer,11,692.0,55.08835135773815,98.95347577016031,236
1083,Yeis,25,688.0,55.089526526557634,95.77953834608928,407
1084,Yarungeth,101,644.0,55.09327793733938,96.7515340245204,184
1085,Marsumewat,570,603.0,55.09663413819786,83.43664136701508,20
1086,Plagcarther,485,825.0,55.09731224412154,96.01421135147197,528
1087,Kiquinegant,445,,55.112788636216706,92.80052116127447,79
1088,Labhenorn,152,529.0,55.1599333254349,93.54275188882525,100
1089,Sevoidfrid,18,611.0,55.162764170405076,75.5905792640505,226
1090,Dirydayne,214,663.0,55.16333859342963,96.83688296907346,571
1091,Yarcaradgine,148,760.0,55.19992376689092,85.06197590636381,487
1092,Oneanyth,484,456.0,55.22249672710781,74.98645871930843,161
1093,Plagacyene,4,791.0,55.24980249787523,72.66994880204834,10
1094,Crinydd,20,562.0,55.285032774405884,76.95928022025298,349
1095,Vartgineyn,570,681.0,55.29946040333168,85.58653934003468,137
1096,Tocargant,406,839.0,55.30934126611945,80.31589781526661,215
1097,Shotetdal,87,494.0,55.383978028985396,93.6241251397899,403
1098,Nistazerdar,389,835.0,55.38867261632488,71.59146492001219,444
1099,Pasrethquent,570,750.0,55.41438674540137,82.24226073268993,101
1100,Zaldbinarik,75,661.0,55.41477406810928,95.89024627096704,354
1101,Zolfynyn,24,676.0,55.41483755360584,71.37059091601363,583
1102,Raldertont,496,685.0,55.41843784279123,78.48915702005692,588
1103,Perili,553,623.0,55.42785343195343,83.82689965573564,592
1104,Ardquinemel,214,894.0,55.43498115907489,,213
1105,Naaynan,24,449.0,55.49303160947828,73.54470793048274,220
1106,Vartynearth,136,397.0,55.547475283285294,74.24004467102799,532
1107,Norlaer,77,696.0,55.57178258246512,75.33734138373006,72
1108,Barvalerdy,77,696.0,55.57178258246512,96.06915564047526,412
1109,Naleli,189,880.0,55.59769416934179,87.36442527460423,593
1110,Marluthyn,448,631.0,55.61530399177745,93.5990145819501,205
1111,Dwoadfrid,564,525.0,55.625717104446835,74.19953428932934,81
1112,Ruskmelayne,564,628.0,55.81638436247868,91.8628470832983,391
1113,Roarryy,586,838.0,55.839311093582126,78.20025165000979,193
1114,Harabiangar,163,,55.871623427668524,91.01462196867608,526
1115,Barzanein,612,809.0,55.88588497473212,81.71168631887512,72
1116,Asharrynal,349,782.0,55.899898199172725,85.26689965449776,2
1117,Labatha,164,807.0,55.94483352036897,92.46457476034217,604
1118,Sarrathyne,167,709.0,55.95072136133892,85.93694761572493,246
1119,Bariamlir,604,,55.964949134202946,94.21527689183483,170
1120,Brilanidd,23,633.0,56.012899681391076,85.51210887626974,376
1121,Vastlocney,237,715.0,56.06811720476378,83.27997146289948,511
1122,Nunairla,583,378.0,56.08430101639948,93.67994087404159,551
1123,Dastynelin,506,718.0,56.103897443177665,83.65197785440913,404
1124,Ruskdarer,572,400.0,56.12255160348432,79.59861226488482,27
1125,Naparun,419,915.0,56.136048539845746,79.18659390422508,193
1126,Locetris,101,717.0,56.1618293032643,84.70312845565701,530
1127,Winwatis,439,,56.16940732690215,72.07320760464366,521
1128,Araldyfyn,79,,56.212932331453736,98.96137200073971,575
1129,Saldcathlyn,197,,56.22666705062959,90.12657204152761,224
1130,Yilabwyn,244,667.0,56.23707784964613,84.08475166059367,60
1131,Quarnewarnegary,586,861.0,56.23731327602375,81.46236899821045,229
1132,Shotairiam,136,668.0,56.27361749831124,99.19101994304599,22
1133,Formelance,85,,56.296246216535174,77.55134585703804,581
1134,Horbindoth,561,,56.30107343158257,81.63886338262682,532
1135,Harwatmel,444,606.0,56.313781660126644,90.18851174310151,386
1136,Hobinvarn,24,695.0,56.3358041616221,86.9508567006884,593
1137,Clauneeryr,197,502.0,56.347117614179574,84.59232401077499,497
1138,Moldlynane,572,635.0,56.38393591506182,90.28479027967944,242
1139,Valimta,570,604.0,56.45538008941454,81.31656231171957,557
1140,Sarelgrin,162,799.0,56.45734186052451,79.09732600927317,2
1141,Belrodar,484,902.0,56.51998870532496,82.66728823152037,492
1142,Waul,168,856.0,56.53997615327975,78.38711177166624,388
1143,Jardothorn,25,855.0,56.540884151419164,83.6743059663363,228
1144,Scaunrathin,188,561.0,56.58994975895871,86.3020069335281,405
1145,Darrethin,162,,56.59746704913709,92.48419825972405,224
1146,Mireann,200,779.0,56.65859890948471,,214
1147,Haraldyarny,419,730.0,56.660453131176595,94.4296615223677,485
1148,Ybiradon,70,501.0,56.6620777588766,74.829768029972,402
1149,Inlirame,237,,56.71578794749112,83.6307465749128,406
1150,Harabianstead,570,797.0,56.73352545152983,95.2622233458035,83
1151,Varontgayn,419,605.0,56.742958802303065,96.65307947925416,164
1152,Kolontgayn,40,345.0,56.74764085903217,95.77755006387105,405
1153,Hargeaserry,572,713.0,56.75403390028386,81.9058749065743,205
1154,Lorarthyd,349,849.0,56.75547216835733,74.1135586665484,203
1155,Geldtunyro,207,,56.78227339909737,98.51943557502871,197
1156,Forommel,536,527.0,56.804511107171166,85.33118760926624,187
1157,Tralynsene,136,762.0,56.807223567479184,72.82365769593846,582
1158,Obaryn,18,551.0,56.808863330613356,74.89695788294155,2
1159,Coatram,155,643.0,56.821259820281405,78.45092143197016,621
1160,Dweratram,148,911.0,56.82773970031038,84.44469018572305,514
1161,Andyddris,349,684.0,56.91240811446646,89.74752490524163,65
1162,Chybinyn,406,666.0,56.94974814022281,95.1316582700276,497
1163,Oligodus,70,737.0,56.95759058313668,93.04976824931151,410
1164,Erarnyew,485,660.0,56.96917929923127,82.60785521285551,16
